fecha,cita,resumen
2025-11-30," Mt 24, 37-44","«Velad (...) porque no sabéis qué día vendrá vuestro Señor» Hoy, «como en los días de Noé», la gente come, bebe, toma ma..."
2025-12-01," Mt 8,5-11","«Os aseguro que en Israel no he encontrado en nadie una fe tan grande» Hoy, Cafarnaúm es nuestra ciudad y nuestro pueblo..."
2025-12-02," Lc 10,21-24","«Te bendigo, Padre» Hoy leemos un extracto del capítulo 10 del Evangelio según san Lucas. El Señor ha enviado a setenta ..."
2025-12-03," Mt 15,29-37","«‘¿Cuántos panes tenéis?’. Ellos dijeron: ‘Siete, y unos pocos pececillos’» Hoy contemplamos en el Evangelio la multipli..."
2025-12-04," Mt 7,21.24-27","«No todo el que me diga: ‘Señor, Señor’, entrará en el Reino de los cielos» Hoy, el Señor pronuncia estas palabras al fi..."
2025-12-05," Mt 9,27-31","«Jesús les dice: ‘¿Creéis que puedo hacer eso?’. Dícenle: ‘Sí, Señor’» Hoy, en este primer viernes de Adviento, el Evang..."
2025-12-06," Mt 9,35-10,1.6-8","«Rogad (...) al Dueño de la mies que envíe obreros a su mies» Hoy, cuando ya llevamos una semana dentro del itinerario d..."
2025-12-07," Mt 3,1-12","«Dad fruto digno de conversión» Hoy, el Evangelio de san Mateo nos presenta a Juan el Bautista invitándonos a la convers..."
2025-12-08," Lc 1,26-38","«Y entrando, le dijo: ‘Alégrate, llena de gracia, el Señor está contigo’» Hoy, el Evangelio toca un acorde compuesto por..."
2025-12-09," Mt 18,12-14","«No es voluntad de vuestro Padre celestial que se pierda uno solo de estos pequeños» Hoy, Jesús nos lanza un reto: «¿Qué..."
2025-12-10," Mt 11,28-30","«Mi yugo es suave y mi carga ligera» Hoy, Jesús nos conduce al reposo en Dios. Él es, ciertamente, un Padre exigente, po..."
2025-12-11," Mt 11,11-15","«El Reino de los Cielos sufre violencia, y los violentos lo arrebatan» Hoy, el Evangelio nos habla de san Juan Bautista,..."
2025-12-12," Mt 11,16-19",«¿Con quién compararé a esta generación?» Hoy debiéramos removernos ante el suspiro del Señor: «Con quién compararé a es...
2025-12-13," Mt 17,10-13","«Elías vino ya, pero no le reconocieron, sino que hicieron con él cuanto quisieron» Hoy, Jesús conversa con los discípul..."
2025-12-14," Mt 11,2-11","«No ha surgido entre los nacidos de mujer uno mayor que Juan el Bautista» Hoy, como el domingo anterior, la Iglesia nos ..."
2025-12-15," Mt 21,23-27","«¿Con qué autoridad haces esto? ¿Y quién te ha dado tal autoridad?» Hoy, el Evangelio nos invita a contemplar dos aspect..."
2025-12-16," Mt 21,28-32","«‘No quiero’, pero después se arrepintió y fue» Hoy contemplamos al padre que tiene dos hijos y dice al primero: «Hijo, ..."
2025-12-17," Mt 1,1-17","«Libro de la generación de Jesucristo, hijo de David, hijo de Abraham» Hoy, en la liturgia de la misa leemos la genealog..."
2025-12-18," Mt 1,18-24","«José, hijo de David, no temas tomar contigo a María tu mujer» Hoy, la liturgia de la palabra nos invita a considerar el..."
2025-12-19," Lc 1,5-25","«El ángel le dijo: ‘No temas, Zacarías, porque tu petición ha sido escuchada; Isabel, tu mujer, te dará a luz un hijo’» ..."
2025-12-20," Lc 1,26-38","«He aquí la esclava del Señor; hágase en mí según tu palabra» Hoy contemplamos, una vez más, esta escena impresionante d..."
2025-12-21," Mt 1,18-24","«Despertado José del sueño, hizo como el Ángel del Señor le había mandado» Hoy, la liturgia de la Palabra nos invita a c..."
2025-12-22," Lc 1,46-56","«Engrandece mi alma al Señor y mi espíritu se alegra en Dios mi salvador» Hoy, el Evangelio de la Misa nos presenta a nu..."
2025-12-23," Lc 1,57-66","«‘¿Qué será este niño?’. Porque, en efecto, la mano del Señor estaba con él» Hoy, en la primera lectura leemos: «Esto di..."
2025-12-24," Lc 1,67-79","«Harán que nos visite una Luz de la altura, a fin de iluminar a los que habitan en tinieblas» Hoy, el Evangelio recoge e..."
2025-12-25," Lc 2,1-14","«Os ha nacido hoy, en la ciudad de David, un salvador, que es el Cristo Señor» Hoy, nos ha nacido el Salvador. Ésta es l..."
2025-12-26," Mt 10,17-22","«Os entregarán a los tribunales y os azotarán» Hoy, recién saboreada la profunda experiencia del Nacimiento del Niño Jes..."
2025-12-27," Jn 20,2-8","«Vio y creyó» Hoy, la liturgia celebra la fiesta de san Juan, apóstol y evangelista. Al siguiente día de Navidad, la Igl..."
2025-12-28," Mt 2,13-15.19-23","«Levántate, toma contigo al niño y a su madre, y ponte en camino de la tierra de Israel» Hoy contemplamos el misterio de..."
2025-12-29," Lc 2,22-35","«Ahora, Señor, puedes (...) dejar que tu siervo se vaya en paz; porque han visto mis ojos tu salvación» Hoy, 29 de dicie..."
2025-12-30," Lc 2,36-40","«Alababa a Dios y hablaba del Niño a todos» Hoy, José y María acaban de celebrar el rito de la presentación del primogén..."
2025-12-31," Jn 1,1-18","«Y la Palabra se hizo carne» Hoy es el último día del año. Frecuentemente, una mezcla de sentimientos —incluso contradic..."
